1100,0.95036282,0.96048644,0.96569287,0.96716869,0.97245238,0.95546508,0.96379725,0.9704151,0.96803836,0.97064953,0.96636463
1100,0.95062691,0.95992052,0.96757926,0.96696704,0.97232665,0.95493565,0.9643645,0.96991088,0.96791283,0.96993397,0.96704515
1100,0.9504257,0.96081341,0.96654803,0.96737034,0.97311875,0.95565416,0.96478048,0.97030165,0.96831454,0.97162871,0.96804073
1100,0.95037539,0.96008401,0.96784335,0.96750898,0.97282957,0.95559113,0.96470484,0.97061678,0.96836476,0.97032313,0.9684062
1100,0.95136889,0.96038583,0.96726486,0.96823996,0.97344565,0.95666259,0.96374683,0.97102016,0.96769941,0.97063697,0.96867084
1100,0.95158268,0.96085114,0.96746608,0.96860546,0.97257811,0.95749455,0.9650578,0.97105797,0.96871626,0.97135253,0.96892289
1100,0.95106707,0.95950551,0.96679955,0.96870628,0.97416232,0.9587803,0.9650578,0.97026383,0.96815135,0.96968289,0.96887248
1100,0.95061433,0.96052416,0.96647258,0.96907178,0.97324448,0.95759539,0.96480569,0.97006214,0.96785006,0.97041101,0.9695404
1100,0.9511048,0.9602978,0.96737804,0.97005482,0.97337021,0.95823827,0.96488132,0.97069242,0.96739813,0.97136509,0.96903631
1100,0.9504257,0.96109008,0.9680823,0.97004222,0.97396115,0.95759539,0.9648309,0.97132269,0.96787517,0.9705491,0.969553
1099,0.94959123,0.95916061,0.96535182,0.96674976,0.97263079,0.9554035,0.96443873,0.97128131,0.96865943,0.9719591,0.96670362
1099,0.95005588,0.95956247,0.96640671,0.96750516,0.9724675,0.95588235,0.96469076,0.97066384,0.96886017,0.97104322,0.96792562
1099,0.95052054,0.95954991,0.96621834,0.96722818,0.97332161,0.95579414,0.96532083,0.97128131,0.96844615,0.97071702,0.96859331
1099,0.95070891,0.95990154,0.96658253,0.96788286,0.97304528,0.95691567,0.96511921,0.9711553,0.96860925,0.97146979,0.96854292
1099,0.9505331,0.96008992,0.96668299,0.96809689,0.97324625,0.95699128,0.965031,0.97176017,0.96770592,0.97113105,0.96922321
1099,0.95050798,0.95970061,0.96589182,0.96842423,0.97274383,0.95779777,0.96578709,0.97133172,0.96788156,0.97131924,0.96947517
1099,0.95078426,0.9595248,0.96656997,0.96915445,0.97352258,0.9588941,0.96569888,0.9711301,0.96774355,0.97070447,0.96956336
1099,0.95024426,0.95993922,0.96585415,0.96929294,0.97324625,0.95774737,0.96550985,0.97189879,0.96870962,0.97125651,0.97013026
1099,0.95085961,0.95971317,0.96641927,0.96930553,0.9731332,0.95854126,0.96585009,0.97131912,0.96837087,0.97162035,0.96994129
1099,0.95055821,0.96046666,0.96713509,0.96944402,0.97413804,0.95849085,0.96564847,0.97163415,0.96817013,0.97126905,0.97048301
1098,0.9498952,0.95989859,0.96573494,0.96739281,0.97278579,0.95513748,0.96373246,0.97129554,0.96834943,0.97134408,0.96627022
